abandon
purpose
pursue
pursuit
puzzle
pyramid
qualification
qualify
quality
quantity
quarrel
quarrelled
quarry
quarter
quench
quest
question
questionnaire
queue
quiet
quilt
quota
quotation
quote
rabbi
rabbit
racial
racism
radar
radiant
radiate
radical
radioactive
radish
raffle
railway
rainbow
raisin
ramble
ramp
rancour
ransom
rascal
raspberry
ratify
ration
rational
rattle
ravage
reaction
realise
realism
realistic
reality
realm
reap
reason
reasonable
reassure
rebel
rebellion
rebellious
recall
receipt
receive
receiver
recent
reception
recipe
recipient
reciprocal
recite
reckless
reckon
recognise
recognition
recommend
recommended
reconcile
reconnaissance
recover
recovery
recreate
recruit
rectangle
rectify
reduction
redundant
referee
reference
referral
referring
reflect
reflection
reform
refrain
refresh
refrigerator
refuge
refugee
refusal
refuse
regime
region
register
registration
regret
regular
regulate
regulation
rehearsal
rehearse
reign
reimburse
reinforce
reject
rejection
rejoice
relation
relationship
relative
relax
release
relentless
relevant
reliable
relief
relieve
religion
religious
relish
reluctant
remainder
remarkable
remedy
remember
reminisce
remnant
remorse
removal
renaissance
render
renew
renown
renowned
reorganise
repel
repent
repetition
replace
reply
reporter
represent
representative
reproach
reproduce
reptile
republic
reputation
request
require
requirement
rescue
research
resemble
resemblance
resent
resentment
reserve
reservoir
reside
residence
resident
resign
resignation
resist
resistance
resolute
resolution
resolve
resort
resource
respect
respectable
respectful
respective
respond
response
responsibility
responsible
restaurant
restaurateur
restless
restore
restrain
restrict
restriction
resume
retail
retain
retaliate
retire
retirement
retort
retreat
retrieve
reveal
revenge
revenue
revere
reverse
review
revise
revision
revive
revolt
revolution
reward
rhetoric
rhinoceros
rhyme
rhythm
ribbon
riddle
ridge
ridiculous
rifle
rigour
rigorous
rigorousness
rivalry
roast
robber
robbery
robust
rocket
rogue
romance
romantic
rotate
rotation
rotten
rough
rouse
route
routine
royalty
rubber
rubbish
ruin
rumour
rustic
ruthless
sabotage
sacred
sacrifice
saddle
safety
sailor
salary
salmon
salon
salute
salvage
salvation
sanction
sanctuary
sandwich
sanitary
sanity
sarcasm
sarcastic
satellite
satire
satisfaction
satisfactory
satisfy
saturate
sauce
saucer
savage
savings
savour
scandal
scarce
scarcely
scarcity
scare
scarf
scarlet
scatter
scenario
scene
scenery
scent
schedule
scheme
scholar
scholarship
science
scientific
scientist
scissors
scold
scoop
scope
scorch
scorn
scorpion
scout
scramble
scrap
scrape
scratch
scream
screen
screw
scripture
scrub
scrutiny
sculpt
sculpture
season
secondary
secretary
section
sector
secular
secure
security
sedentary
sediment
segment
seize
seldom
selection
selfish
senate
senator
senior
sensation
sensational
sense
sensible
sensitive
sentence
sentiment
sentimental
separate
separation
september
sequence
serene
serenity
sergeant
serial
series
serious
sermon
serpent
servant
serve
service
session
settle
settlement
several
severe
shadow
shaft
shallow
shame
shark
shatter
shave
shawl
sheer
shelf
shelter
shepherd
shield
shiver
shortage
shoulder
shove
shovel
shower
shriek
shrink
shrivelled
shrub
shudder
siege
sight
signature
significance
significant
silence
silly
similar
similarity
simplicity
simplify
sincere
sincerity
siren
situation
skate
skeleton
sketch
skilful
skull
slack
slam
slander
slash
slaughter
slavery
sleeve
slender
slight
slipper
slippery
slope
slumber
smooth
smother
smuggle
snack
snake
snatch
sneak
sneer
sneeze
sniff
snort
snug
soak
sober
socialism
society
socket
soldier
solemn
solicit
solidarity
solitary
solitude
solvent
sombre
somebody
somehow
someone
something
sometimes
somewhat
somewhere
sonic
sonnet
soothe
sophisticated
sorrow
sorry
sound
source
south
southern
sovereign
sovereignty
spade
spare
spark
sparkle
sparrow
speak
speaker
spear
special
specialist
species
specific
specify
specimen
speck
spectacle
spectacular
spectator
speech
sphere
spider
spill
spine
spiritual
spite
splash
splendid
split
spoil
sponge
sponsor
spontaneous
spoon
spouse
spray
spread
spring
sprinkle
sprint
sprout
squad
squadron
squall
squander
square
squash
squat
squeak
squeaked
squeeze
squirrel
stable
stack
stagger
stain
stake
stale
stalk
stammer
standard
stare
stark
startle
starve
statement
station
stationary
stationery
statistical
statistics
statue
status
statute
steady
steak
steal
steam
steel
steep
steer
sterile
stern
stew
stick
sticky
stiff
stifle
stigma
stimulate
stimulus
sting
stingy
stitch
stock
stomach
stone
stool
stoop
storage
store
storm
story
stout
stove
straight
strain
strand
strange
stranger
strangle
strap
strategy
straw
strawberry
stray
stream
strength
strengthen
strenuous
stress
stretch
strict
stride
strike
string
strip
stripe
strive
stroke
stroll
strong
structure
struggle
stubborn
student
studio
study
stuff
stumble
stump
stupid
sturdy
stutter
style
subdue
subject
sublime
submarine
submerge
submit
subordinate
subscribe
subsequent
subside
subsidy
substance
substantial
substitute
subtle
subtract
suburb
succeed
success
successful
successor
succinct
succumb
sudden
suffer
suffice
sufficient
suffocate
suggest
suggestion
suicide
suitable
suite
suitor
sulk
sullen
summary
summer
summit
summon
Sunday
sunrise
sunset
sunshine
superb
superficial
superior
superstition
superstitious
supervise
supervisor
supper
supplement
supplementary
supply
support
suppose
suppress
supreme
surface
surge
surgeon
surgery
surly
surmise
surname
surpass
surplus
surprise
surrender
surround
surveillance
survey
survival
survive
survivor
suspect
suspend
suspense
suspicion
suspicious
sustain
sustenance
swallow
swamp
swarm
swear
sweat
sweater
sweep
swell
swerved
swift
swindle
swine
swing
switch
sword
symbol
symbolic
symmetry
sympathy
sympathetic
symphony
symptom
synchronisation
syndicate
synonym
synthetic
syrup
system
systematic
tabernacle
tablet
taboo
tacit
taciturn
tackle
tactic
tactical
tailor
taint
talent
talented
tally
tame
tamper
tangle
taper
tapestry
tardy
target
tariff
tarnish
taste
tatter
taunt
tavern
taxation
teacher
tease
technical
technique
technology
tedious
telegram
telegraph
telephone
telescope
television
temper
temperament
temperamental
temperance
temperate
temperature
tempest
temple
tempo
temporal
temporary
tempt
temptation
tenacious
tenacity
tenant
tend
tendency
tender
tenement
tennis
tense
tension
tentative
tenure
terminate
terrace
terrain
terrestrial
terrible
terrify
territory
terror
testament
testify
testimony
textile
texture
thankful
thaw
theatre
theft
their
theme
themselves
theory
therapy
therefore
thermometer
thesis
thick
thief
thimble
thirst
thirsty
thirteen
thirty
thorn
thorough
though
thought
thoughtful
thousand
thread
threat
threaten
threshold
thrift
thrifty
thrill
thrive
throat
throne
throng
through
throughout
thrust
thunder
Thursday
thwart
ticket
tickle
timber
tingle
title
toad
toast
tobacco
together
token
tolerate
tolerance
tolerant
tomato
tomorrow
tongue
tonic
tonight
tooth
torch
torment
tornado
torpedo
torrent
torture
touch
tough
tourist
tournament
towards
toxic
trace
tract
tradition
traditional
traffic
tragedy
tragic
trail
trait
traitor
tramp
trample
trance
tranquil
transact
transaction
transcend
transfer
transferred
transform
transformation
transgress
transit
transition
translate
translation
transmit
transparent
transport
transportation
trash
traveller
treacherous
treachery
tread
treason
treasure
treasury
treatment
treaty
tremble
tremendous
tremor
trench
trend
trespass
trial
triangle
tribe
tribunal
tribute
trick
trickle
trifle
trigger
trinity
triple
triumph
triumphant
trivial
troop
tropical
trouble
troublesome
trough
trousers
trout
truant
truce
trumpet
trunk
trustworthy
Tuesday
tuition
tumble
tumour
tumult
tumultuous
tunnel
turban
turbine
turbulent
turkey
turmoil
turnip
turret
turtle
tutor
twelve
twenty
twilight
twine
twinkle
twist
typical
tyranny
tyrant
ultimate
umbrella
umpire
unable
unanimous
unawares
uncertain
uncomfortable
unconscious
undergo
underground
understand
undertake
unexpected
unfair
unfortunate
unhappy
uniform
unify
union
unique
unite
universal
universe
university
unknown
unlawful
unlikely
unlucky
unnecessary
unpleasant
unpopular
unprecedented
unpredictable
unreasonable
unselfish
unsteady
unsuccessful
unsuitable
unusual
unveil
unwilling
unworthy
uphold
upper
upright
uproar
upstairs
upward
urban
urgent
usage
useful
useless
usual
usually
usurp
utility
utilise
utmost
utter
utterly
vacant
vacate
vacation
vaccinate
vaccination
vacuum
vagabond
vague
valiant
validity
valley
valour
valuable
valve
vanish
vanity
vanquish
vapour
variable
variance
variation
variety
various
varnish
vary
vault
veer
vegetable
vegetation
vehicle
veil
vein
velocity
velvet
vendor
venerable
venerate
vengeance
venison
venom
venomous
vent
ventilate
venture
verbal
verdict
verge
verify
versatile
verse
version
vertical
vessel
veteran
veto
viable
vibrate
vibration
vicinity
vicious
victim
victor
victorious
victory
vigil
vigilant
vigour
vigorous
village
villain
vindicate
vinegar
violate
violence
violent
violet
violin
viper
virgin
virtue
virtuous
virus
visible
vision
visitor
visual
vitality
vitamin
vocabulary
vocation
vogue
void
volcano
volley
volume
voluntary
volunteer
voracious
voucher
voyage
vulgar
vulnerable
waddle
waffle
wager
wagon
wail
waist
waiter
waive
wallet
wallow
walnut
walrus
wander
wane
warden
wardrobe
warehouse
warfare
warmth
warning
warrant
warrior
wary
wasp
waste
watchful
waterproof
weaken
wealth
wealthy
weapon
weary
weather
weave
wedding
wedge
Wednesday
weekly
weigh
weight
weird
welcome
welfare
western
whale
whether
whim
whip
whirl
whisper
whistle
whole
wholesome
wholly
wicked
widow
widower
width
wield
wilderness
wilful
willing
willow
winter
wisdom
wit
witch
withdraw
wither
withhold
within
without
withstand
witness
witty
wizard
woe
wonder
wonderful
wooden
woollen
worker
worldly
worry
worse
worship
worst
worthless
worthy
wound
wrath
wreath
wreck
wrench
wrestle
wretch
wretched
wring
wrinkle
wrist
writer
wrought
yacht
yearly
yearn
yeast
yellow
yesterday
yield
yolk
young
youthful
zeal
zealous
zenith
zest
